id,risks_text,gender_bin,gender_cat
1661,Will eventually overtake human superiority.,Man,Man
1662,"Loss of jobs. Probably, reduce salaries",Woman,Woman
1665,Program errors,Woman,Woman
1667,"Fear, unethical use by corporations and politicians",Woman,Woman
1669,Job loss/cheating,Woman,Woman
1671,Usurpation of human beings,Woman,Woman
1672,Irresponsible person not placing guidelines on new services until they are tested,Man,Man
1673,People will rely on it when they shouldn’t,Woman,Woman
1674,"That we allow the benefits to flow into the pockets of the rich only, rather than enhancing welfare for all.",Man,Man
1675,AI if used for the wrong reason is dangerous,Man,Man
1676,privacy,Man,Man
1677,"rapid loss of jobs and skilled workers, weapons and hacking, cheating, crimes such as identity theft and impersonation, rogue-ai situations",Man,Man
1679,Many people loss job. Privacy of human is invaded.Woekers became slave to machine.Depend on Technology trhat human loss their skill.,Woman,Woman
1683,They will be smarter than humans and a lot of people’s jobs will be unnecessary,Woman,Woman
1684,"Economic damage. Despite what our idiot politicians think, my previous sentence does not mean a good economy.",Man,Man
1685,Many people will lose their jobs,Woman,Woman
1686,Becoming too self aware,Man,Man
1692,Placing too much trust in AI accuracy,Woman,Woman
1693,Job losses,Man,Man
1698,I don’t know,Woman,Woman
1699,Bias,Man,Man
1701,,Man,Man
1702,Security leaks.,Woman,Woman
1703,I think it will encourage cheating in academics where people must create their own work.,Man,Man
1706,Getting caught,Man,Man
1708,They will replace jobs.,Woman,Woman
1712,Becoming unable to do things if power goes out if you rely too heavily on technology,Man,Man
1713,People losing jobs to AI,Woman,Woman
1714,see previous,Man,Man
1716,AI will take over!!,Woman,Woman
1719,Everything,Man,Man
1721,Mass unemployment,Man,Man
1723,"Outsmarting people, making people lose jobs that can be replaced by AI and automation",Woman,Woman
1724,Don't know,Woman,Woman
1725,job losses,Man,Man
1727,Decreased quality in publicly available information.,Man,Man
1734,I think the biggest risk about AI is not having enough jobs for humans.,Woman,Woman
1735,"Doesn’t work in favour of society, only profit makers.",Man,Man
1737,Idk,Woman,Woman
1738,All of them,Woman,Woman
1739,Making the wrong decision,Woman,Woman
1744,I don’t know,Man,Man
1751,We build up such a reliance on this technology as human beings we forget to trust our own analysis.,Man,Man
1754,Take over the world,Woman,Woman
1755,Not certain,Woman,Woman
1763,Controllability,Man,Man
1764,"Continues to at the speed desired ,Minimimal need to upgrade Computer till Work was completed.",Man,Man
1769,Job loss,Woman,Woman
1772,People losing their jobs and livelihoods to AI,Man,Man
1773,"I believe the biggest risk is that it will replace jobs in their entirety. If left uncontrolled or regulated, I fear companies will over-automate/introduce AI to cut overhead costs and boost production and profit.",Woman,Woman
1774,Job loss.,Woman,Woman
1776,people losing jobs,Woman,Woman
1777,"Having artificial intelligence and being able to use it maliciously is the risk factor. It is possible to make biochemical weapons and use them for terrorism, for instance.",Man,Man
1778,Fraud potential,Woman,Woman
1780,It falls into the wrong hands to be used nefariously .,Man,Man
1781,That nefarious people get ideas on how to use it to their own benefit,Woman,Woman
1782,people lose jobs,Woman,Woman
1783,"Stagnation of learning, lazy generation that will just go on line for all things.",Man,Man
1786,Taking away manual labour.,Woman,Woman
1787,I don’t know,Woman,Woman
1789,Loss of human jobs,Man,Man
1790,technology crashes. security issues. full domination,Man,Man
1793,they can replace us,Man,Man
1795,giving them too much responsibility,Woman,Woman
1798,loss of jobs,Woman,Woman
1799,"High cost, no creativity, unemployment, emotionless",Woman,Woman
1800,Job loss,Man,Man
1801,Taking over,Man,Man
1804,"Machines turning against their users, massive job losses.",Man,Man
1805,I am unsure.,Woman,Woman
1810,Unsure,Woman,Woman
1811,Taking advantage of a gullible public,Man,Man
1815,People themself,Woman,Woman
1820,I have no idea,Woman,Woman
1825,Privacy,Man,Man
1826,The very existence of artificial intelligence.,Man,Man
1827,Taking over our jobs and responsibilities,Woman,Woman
1831,That it could put smart humans,Man,Man
1832,job loss,Man,Man
1834,Less jobs available with automation. Privacy concerns with AI.,Man,Man
1835,"Taking out humans of jobs, livelihoods and creating deep fakes and false identities",Woman,Woman
1836,Don’t know,Woman,Woman
1840,"Again, I think time will tell. AI is being developed rapidly without thought for consequences.",Woman,Woman
1841,Loss of jobs and skills.,Man,Man
1842,Fraud,Woman,Woman
1846,People using it against each other,Woman,Woman
1848,Don't know.,Woman,Woman
1849,Potential for loss of control over the technology,Woman,Woman
1854,Loss of jobs,Man,Man
1855,Loss of jobs,Man,Man
1858,Don't know,Woman,Woman
1859,Not making automated equipment locally is the only downside to automation. We don't know the real risks of AI yet.,Man,Man
1860,Eventually artificial intelligence will be able to do most of people's jobs and people will be laud off.,Woman,Woman
1861,Using it for bad purposes that will cause issues to man kind.,Man,Man
1862,Dehumanization of process,Man,Man
1864,Personal security,Woman,Woman
1868,"We have no idea what this is going to unleash on society in the not distant future, much lest the long term future. We’re flooding the country with newcomers, and there are going to be fewer employment opportunities because of this. It’s is absurd all around.",Woman,Woman
1869,Taking over human brain,Man,Man
1872,Joe loss due to Ai doing human jobs.,Woman,Woman
1874,Less work,Man,Man
1875,"Making jobs obsolete, privacy issues",Man,Man
1877,"Increase in fraudulent activity; some people will lose their jobs (although there will be other newer types of jobs to support automation & AI itself, some may not have the skills to adapt)",Woman,Woman
1878,na,Man,Man
1882,No comment.,Woman,Woman
1883,AI: pushing untested systems out too far and too fast; using inadequate databases; people believe the answer is correct or perfect instead of a starting point for additional review.,Woman,Woman
1884,"Loss of jobs, intellectual property concerns",Woman,Woman
1886,Not sure,Man,Man
1890,Gals information,Woman,Woman
1894,Job loss & terminator-like shit.,Man,Man
1895,Job lose,Woman,Woman
1901,Lack of regulation and policing it properly.,Man,Man
1902,Becomes to dominate,Woman,Woman
1904,Jobs,Man,Man
1905,Nothing,Man,Man
1906,Not sure,Woman,Woman
1909,"With the wrong intentions, this type of intelligence can be harmful to society",Woman,Woman
1910,Losing everything,Woman,Woman
1911,job losses,Woman,Woman
1912,Take over jobs making people lose their jobs for cheaper,Woman,Woman
1914,everything,Woman,Woman
1915,Using it to replace human creativity leading to the demise of the human civilization,Man,Man
1917,machines taking over the world,Man,Man
1919,AI lacks human emotion,Woman,Woman
1920,People not thinking for themselves,Man,Man
1922,loss of individual relevance,Man,Man
1926,AI becoming SkyNet and wiping out all of civilization.,Man,Man
1927,don't know,Woman,Woman
1929,"It does reduce and replace a need for people to perform tasks, thereby eliminating jobs",Man,Man
1935,they could be manipulated to do not so good things,Woman,Woman
1936,YES AT THE START WE ARE GOING TO LOSE JOBS BUT IN A SHORT TIME WE WILL DO A LOT BETTER,Man,Man
1937,System crashes,Woman,Woman
1941,Takes jobs and does a worse job than the human,Man,Man
1947,"If computers start to take over, it makes me cringe. Let’s not let computers take over our own thinking also.its our world to enjoy not to destroy!",Woman,Woman
1948,Financial cost to companies.,Man,Man
1953,"Loss of employment, isolation, increased fraud",Woman,Woman
1954,Loss of jobs,Woman,Woman
1955,Don't know,Woman,Woman
1956, Risk of derailment and provoking conflicts,Man,Man
1957,that it will fail,Man,Man
1958,Extinction,Man,Man
1960,The rich will continue to get richer and will eventually leave Earth and leave the poor to fight for the little resources left until we all die,Woman,Woman
1961,I don’t know,Woman,Woman
1964,They can replace us in the future,Woman,Woman
1965,That it takes others from the job,Woman,Woman
1966,Job loss,Woman,Woman
1967,People will lose the ability to think and produce for themselves,Man,Man
1968,could take over jobs and risk our privacy and increase surveillance,Woman,Woman
1970,Job loss and security breaches.,Man,Man
1972,over simplification,Man,Man
1975,Starting a world war.,Man,Man
1978,"It becomes uncontrollable with decision making based only on data, not human input",Man,Man
1979,Job loss. Personal touch.,Man,Man
1981,"Ethical concerns, privacy and security risks, copyright infringement.",Woman,Woman
1982,Taking jobs0,Woman,Woman
1983,People rely more heavily on machines and become lazy and stupid,Woman,Woman
1984,Take jobs and put people out of work.,Man,Man
1985,Not sure,Woman,Woman
1990,Ai can generate images that appear real and create false evidence of events that never happened and can then be used for nefarious political manipulation.,Man,Man
1992,I know nothing about it,Woman,Woman
1993,Don't know,Woman,Woman
1995,Competition from other countries,Woman,Woman
2002,Taking over humans,Woman,Woman
2003,Can replace the need for people to do certain jobs,Man,Man
2004,taking over the world,Woman,Woman
2005,"The ability of machines, and technical strength to be a danger to human population. That we will lose our ability to make decisions for the good of each other and mankind.",Woman,Woman
2006,scams,Man,Man
2007,People will loose there need and motivation and have no purpose,Man,Man
2008,Unsure,Woman,Woman
2010,Take over human jobs.,Woman,Woman
2011,Death,Man,Man
2012,Job loss,Woman,Woman
2013,Not sure,Woman,Woman
2020,We have begun to become more reliant on both of them.,Man,Man
2023,Peoples ignorance,Man,Man
2024,Robotics,Woman,Woman
2026,Do not know,Woman,Woman
2027,Misinformation,Man,Man
2031,Hails Bruno Caruso,Man,Man
2032,Don't know,Woman,Woman
2033,Lack of human interaction.,Woman,Woman
2035,LOTS,Man,Man
2036,idk,Man,Man
2040,"The forces behind the ai have too much power and doing bad for society, loss of jobs",Woman,Woman
2042,Mass job loss,Woman,Woman
2045,Jobs jobs jobs,Man,Man
2047,Taking over jobs,Woman,Woman
2051,Taking peoples jobs,Woman,Woman
2057,Unemployment,Man,Man
2059,concerned that a lot of humans will lose their jobs,Woman,Woman
2060,Weaponized AI,Man,Man
2061,Less jobs for people,Woman,Woman
2062,I really don't know.,Man,Man
2065,The biggest risks are not taking into account unforeseen factors.,Man,Man
2066,Loss of jobs for the regular public,Man,Man
2067,Taking humans jobs in all fields,Woman,Woman
2068,Don t know,Woman,Woman
2073,It encourages laziness,Woman,Woman
2074,Being used by persons with an agenda to indoctrinate to some special beliefs,Man,Man
2076,taking jobs away from people and becoming to dependent on them,Woman,Woman
2077,No,Man,Man
2078,"There are many. Privacy. Discrimination. People replaced by AI in the workplace to increase the company's profit margin. Ethical issues like using AI to create music, films or novels based upon people who are no longer a live and thus unable to grant or deny permission. Also, fostering a lazy approach in the arts and in education by instructing AI to produce art that should only be produced by talented human beings. In terms of ethics again, if AI is in a decision making role, I cannot imagine the decisions could be made by the ethical approach most humans would, simply a clinical approach based on learned information without the ability to consider extraordinary circumstances.",Man,Man
2080,People will run out of jobs,Woman,Woman
2083,i don't know,Man,Man
2085,It may overtake a lot of the workforce and a lot of people could lose their jobs,Woman,Woman
2086,people lose their jobs,Woman,Woman
2087,lack of human control,Man,Man
2088,None,Man,Man
2090,Lost of work,Man,Man
2091,Human error,Woman,Woman
2096,Job loss and maybe control loss,Woman,Woman
2097,It's too early for me to make the answer,Man,Man
2098,takes jobs away from people,Woman,Woman
2099,job losses,Man,Man
2102,The biggest risk would be AI taking over the world,Man,Man
2104,People could lose their jobs and inaccurate calculations.,Man,Man
2110,Given how computer viruses have been launched there is a real threat that this new technology could go against mankind at some point. There is a possibility that Ai may launch nuclear weapons as an example.,Man,Man
2111,automation and AI taking over others' work,Woman,Woman
2113,Not sure,Woman,Woman
2114,robot uprising,Man,Man
2119,Cyber security attacks,Woman,Woman
2121,Will take away jobs from people,Man,Man
2122,Automation will take jobs from people. AI I don’t know enough to comment.,Man,Man
2125,AI thinking on its own,Man,Man
2126,Will put people out of work,Woman,Woman
2129,It might cost people their jobs,Woman,Woman
2130,risk of artificially intelligent robots taking control,Man,Man
2133,Propagating false information so well that the majority believes it to be factual,Man,Man
2135,Losing jobs,Man,Man
2139,Not sure,Woman,Woman
2143,I would say the biggest risk is for job loss. There could be misinformation and I would worry about security.,Woman,Woman
2146,Everything,Man,Man
2149,Non,Woman,Woman
2150,Unknown hazards of advanced technology,Man,Man
2152,Misinterpretation of data,Man,Man
2154,"who controls them, what are they capable of",Woman,Woman
2155,Taking away paid positions,Woman,Woman
2156,I think they have a adverse effects at our lives,Woman,Woman
2157,Job loss and war,Man,Man
2158,Don’t know,Woman,Woman
2159,privacy security,Woman,Woman
2161,Don't know/unsure,Man,Man
2162,"human loneliness, job loss",Woman,Woman
2164,Losing jobs,Woman,Woman
2169,I do not know.,Woman,Woman
2170,Annihilation of all life on Earth.,Man,Man
2172,I don't know yet,Woman,Woman
2173,Taking jobs from many people There will be more crime,Woman,Woman
2182,Loss of human interaction and control.,Man,Man
2184,Taking away too many jobs from humans,Man,Man
2186,losing jobs,Man,Man
2188,Taking over human jobs,Man,Man
2190,taking over jobs,Woman,Woman
2192,Loss of jobs,Man,Man
2193,People losing their identity in a sense,Woman,Woman
2196,People lose jobs and the right to make their own decisions,Woman,Woman
2198,Job Lose for many,Man,Man
2199,The world is going to hell in a hand bag,Woman,Woman
2203,Artificial intelligence taking over everything,Man,Man
2209,Voice fraud,Woman,Woman
2210,Replacing humans,Woman,Woman
2211,Could take away jobs.,Woman,Woman
2212,Misuse and exploitation.,Man,Man
2213,I don’t know,Woman,Woman
2215,Am AI becoming self aware,Man,Man
2217,People becoming reliant on them,Man,Man
2218,Taking over all aspects of our day-to-day existance to the point where we will become non functions humans.,Man,Man
2222,they will take over everything humans can do and we will be left with nothing,Woman,Woman
2225,Less people will attain expertise in any field as they will rely on AI.,Man,Man
2226,The lack of human intervention to control the artificial intelligence.,Woman,Woman
2228,Jobs,Woman,Woman
2232,Too hard for the senior people to learn and change there ways,Woman,Woman
2233,Will take over the planet and no longer any use for humans,Woman,Woman
2234,Used for criminal activities,Man,Man
2235,People losing jobs,Woman,Woman
2237,Extinction,Man,Man
2238,The machines start to replace peoples jobs and people get poorer,Man,Man
2242,Over Brain don't develop,Man,Man
2243,Loss of jobs and personal identity,Woman,Woman
2245,"I do not know yet, to early to tell",Man,Man
2246,Pretending to be someone or something they are not,Woman,Woman
2248,"Privacy and security, also loss of jobs",Man,Man
2250,Idk,Woman,Woman
2255,Taking so many jobs away,Woman,Woman
2256,Everything,Woman,Woman
2259,loss of jobs,Man,Man
2260,Loss of human jobs.,Man,Man
2261,"Possibly loss of jobs, or making it easier for someone that would normally not be able to do your job, then do it. For example, I am good at using maps. Although using GPS does not make them an expert, it does enable others to do my job. And for the most part, makes it so our customers don't have to pay as much for our expertise.",Man,Man
2264,"Not too familiar, but I think it's going too far . Unsafe",Woman,Woman
2268,Runaway activities that cannot be controlled,Woman,Woman
2270,impersonating people,Woman,Woman
2271,LOSS of personal communication,Woman,Woman
2275,Does not consider what it might hurt humans just because it is logical.,Man,Man
2276,"Not sure, haven’t given it much thought",Woman,Woman
2279,Lose our conscience,Man,Man
2285,That the machines will be smarter than the humans and take over!,Woman,Woman
2286,People losing jobs,Woman,Woman
2290,Too much trust in ai being mistake free,Man,Man
2291,Mainly used for capital gain,Woman,Woman
2293,loss of jobs for humankind,Woman,Woman
2299,Limitless boundaries,Man,Man
2301,getting too much knowledge what private sector,Woman,Woman
2302,iouybo8yf,Man,Man
2303,Replacement of jobs,Man,Man
2304,Being able to do so much it effects employees,Man,Man
2308,No idea,Man,Man
2309,People become to rely on these and stop thinking for themselves. It also makes people work less hard physically which causes them to gain weight. If people are mentally and physically occupied they have less time to become ill mentally and physically.,Woman,Woman
2314,Capitalism clinging to life and creating a hellscape for everyone,Man,Man
2315,Being wrong,Man,Man
2319,Making people believe that AI images are actually real people,Woman,Woman
2320,Invading privacy,Man,Man
2321,I just think it could snowball out of control.,Woman,Woman
2322,the of personal information breech,Man,Man
2324,being to reliant on this type of info.,Man,Man
2326,Not sure,Woman,Woman
2327,machines will take over the world.,Woman,Woman
2329,"The self reliance of men to take the results of automation and AI as being correct and without fault or question would be the biggest risks. Automation and AI are not without fault and results can be wrong. Like all thing, there needs to be scrutiny of results and people still need to involve themselves in the process.",Woman,Woman
2331,there are too many to list all buy the biggest problem is making people lazier and stupider depend on AI to do everything for them,Woman,Woman
2332,Becoming to aware and self concisous,Man,Man
2333,Don’t know,Woman,Woman
2334,Taking away skilled labour and art,Man,Man
2335,Unemployment rates will increase. A lot of people's education will be unneeded.,Woman,Woman
2336,taking people's jobs,Man,Man
2341,They will replace the need for humans,Woman,Woman
2343,Wrong decisions based on its knowledge,Man,Man
2344,People relying too much on the biased programmers who set the algorithms that teach the AI system.,Man,Man
2345,dont know,Woman,Woman
2346,ai has no human experience,Woman,Woman
2348,AI and Automation will cause job losses initially because it is a disruptor.,Woman,Woman
2349,Not sure.,Woman,Woman
2352,Security,Man,Man
2361,loss of the ability for people to think and reason themselves,Man,Man
2366,It will replace people in their jobs. It will perform tasks that people are not aware that AI is doing them.,Woman,Woman
2367,Job loss and perhaps extinction of our species,Woman,Woman
2368,"Loss of jobs, AI take over the world",Woman,Woman
2369,N/a,Man,Man
2372,Robots take over everything,Woman,Woman
2373,They can hear and are watching us,Woman,Woman
2377,I think a lot can go wrong. People will lose jobs. Big mistakes can be made.,Woman,Woman
2378,"There are many economic risks such as many people losing their jobs, throwing the country into chaos",Man,Man
2381,Identity theft. Blackmail. Fraud.,Man,Man
2385,Fewer jobs and fewer consumers to take advantage of the technology being used,Woman,Woman
2388,Computers taking over what we think and doing jobs of humans,Woman,Woman
2390,Not sure,Woman,Woman
2391,none,Woman,Woman
2393,"Job losses, misinformation, biases in technology",Woman,Woman
2395,Using the technology for personal gain. And not for the betterment of mankind.,Woman,Woman
2397,Increased poverty,Man,Man
2398,"That one basilisk paradox where AI will automatically become so powerful that it will take over the world, only sparing those that helped it.",Woman,Woman
2400,"Unemployment, stops creativity and decreases value in human intelligence",Woman,Woman
2401,"They're inability to make decisions in an important situation that requires it, ie differentiating between an object and a person if a person got in the way of their task",Woman,Woman
2402,Doing everything.,Man,Man
2403,that it becomes too powerful and we become too reliant on it,Man,Man
2405,I do not know enough about Ai in order to comment.,Man,Man
2409,Destruction of human creativity and ability to learn.,Woman,Woman
2410,May outsmart us and take over,Man,Man
2411,Not sure,Woman,Woman
2413,Loss of jobs loss of self worth,Woman,Woman
2414,"them gaining information that you dont want them to have, misuse",Woman,Woman
2419,Job loss and Deepfakes,Woman,Woman
2422,Letting ai get out of hand,Man,Man
2423,Job reduction,Man,Man
2425,Using it for bad not for good. Humans always find a way to make it to their advantage instead of the greater good.,Woman,Woman
2426,One day they could replace all our jobs.,Woman,Woman
2431,Not sure,Woman,Woman
2432,The lack of adequate checks on the accuracy of information/transactions and the resulting lack of clarity as to what’s true and no one being held accountable for inaccuracies,Woman,Woman
2433,Computer taking over,Man,Man
2436,Taking away jobs,Woman,Woman
2440,People lose there jobs,Woman,Woman
2441,None,Man,Man
2444,Job loss without a way to ensure those who loose their jobs can afford housing/groceries/ect.,Man,Man
2445,Whoever programs them.,Man,Man
2446,Ns,Woman,Woman
2448,I don’t know,Woman,Woman
2449,loss of people's lives,Man,Man
2453,"Sentience, corporate/governmental abuse, no social safety nets",Man,Man
2454,Not understanding how the system comes up with a answer,Man,Man
2455,Increase the chance of unemployment,Man,Man
2458,for people to become lazy no jobs no money being made,Woman,Woman
2462, Errors and transmission of false information,Man,Man
2464,Not sure,Woman,Woman
2466,Human emotion.,Man,Man
2467,Unknown,Woman,Woman
2468,death to all humans,Man,Man
2469,Big brother effect,Man,Man
2470,Privacy concerns,Woman,Woman
2471,"Not sure what would be the risk, there is a lot of speculation about that.",Man,Man
2474,complete disintegration of human intelligence and work ethic.,Man,Man
2476,a war,Woman,Woman
2478,Machines break down and stop working and no one knows,Woman,Woman
2480,I don’t know,Woman,Woman
2483,No jobs,Woman,Woman
2485,I don't know.,Man,Man
2487,Dangerous,Woman,Woman
2488,Taking over people's jobs,Woman,Woman
2489,"Programming errors, and job loss for humans as they are accepted to perform those. jobs.",Woman,Woman
2491,Taking over the world,Man,Man
2493,Loss of jobs,Man,Man
2494,The privacy concern and what its actually doing with all the information its collecting,Man,Man
2495,"Fewer jobs for the middle & lower class, bigger gap between the rich and poor, unpredictably for the intentions of AI creators (manipulation of people, etc)",Woman,Woman
2497,Job loss,Woman,Woman
2499,Job loss and rogue information could make a rogue robot which would be almost impossible to correct before a lot of damage was done.,Woman,Woman
2500,Overtake,Man,Man
2501,Terminator,Man,Man
2502,They are 8ncapable of nuance and true creativity,Woman,Woman
2503,"Taking jobs from millions, information theft",Man,Man
2504,they will take over,Woman,Woman
2507,Not sure,Woman,Woman
2508,Breakdowns,Man,Man
2510,I don't know,Woman,Woman
2511,Losing jobs,Woman,Woman
2512,Information getting into the wrong hands,Man,Man
2514,Making human work obsolete,Man,Man
2518,People are concern about their data privacy,Woman,Woman
2520,Breakdowns,Woman,Woman
2523,Scams that can happen when people hack into the programs of AI,Woman,Woman
2525,Further concentration of wealth and less employment opportunities in unskilled areas,Woman,Woman
2527,"LOSS OF REGULAR JOBS, LESS PERSONAL INTERACTION",Woman,Woman
2533,That they will replace most of the jobs that people do,Man,Man
2534,Job losses,Man,Man
2535,loss of jobs,Man,Man
2536,Loosing jobs,Man,Man
2537,Don't know,Man,Man
2538,That we will fail to understand the bugs and biases incorporated into AI. That we will let AI think for us.,Woman,Woman
2539,Bias and self learning that is destructive and disturbing,Woman,Woman
2543,Decrease employment rate,Woman,Woman
2544,not sure,Woman,Woman
2545,"Abuse of these systems by corporations putting profit first. This could lead to job loss, low quality products, further harm to the environment, or other unforeseen consequences",Man,Man
2547,unreliability,Woman,Woman
2548,Less people working,Woman,Woman
2549,Taking over the jobs and causing unemployment.,Woman,Woman
2550,Replacing jobs completely and making the process more of a hassle for all involved,Man,Man
2552,AI can take some jobs away. In movies they could reduce the need for actors.,Woman,Woman
2554,Lose of flexibility. Too much rigidity in processes,Man,Man
2557,People will lose jobs and AI might take over operations.,Man,Man
2558,Jobs,Woman,Woman
2561,Loss of jobs,Woman,Woman
2563,It takes over the world and people are stupid and don’t know basic concepts anymore,Woman,Woman
2565,It assumes you attitude towards stuff,Man,Man
2569,Not sure,Woman,Woman
2571,Replacing jobs,Man,Man
2573,People losing income,Man,Man
2574,I don't know,Woman,Woman
2575,"Loss of jobs, breach of personal information, breach of identity, technical issues",Woman,Woman
2577,Decisions could be made without considering the cost to people.,Man,Man
2578,Uncontrollable,Man,Man
2582,It makes students lazy,Man,Man
2583,Uncontrolled growth can affect humans,Man,Man
2585,taking over jobs/people relying too much on it,Man,Man
2586,"Not building skills up in people whose jobs have been automated,",Man,Man
2589,No comment,Man,Man
2590,Uncertain about it,Woman,Woman
2591,People relying on it too much and not thinking for themselves,Man,Man
2593,Data sharing,Woman,Woman
2597,Don’t know,Woman,Woman
2598,Job losses and spreading of falsehoods,Man,Man
2599,Taking over jobs,Woman,Woman
2601,Taking over jobs,Woman,Woman
2603,Over taking arts,Man,Man
2607,"Automation may exacerbate existing economic and social inequalities. The benefits of automation, such as increased productivity and cost savings, may not be evenly distributed, leading to disparities in income and opportunities.",Man,Man
2609,Taking jobs away,Man,Man
2610,They will take jobs away from actual people trying to make a living and support their families,Woman,Woman
2612,"People’s over reliance on the out of AI and thinking that the results are accurate, without critically thinking about the AI output.",Man,Man
2615,Loss of freedoms,Man,Man
2616,Narratives and agenda’s being pushed without the consumer realizing it.,Man,Man
2620,they outsmart us,Woman,Woman
2622,We will become to depended on it,Man,Man
2623,Employment,Woman,Woman
2625,generating hurtful and harmful uses,Woman,Woman
2627,That there’s a malfunction and something goes crazy,Woman,Woman
2629,Taking over,Woman,Woman
2630,Not sure,Man,Man
2631,A,Man,Man
2633,That they will take away jobs,Woman,Woman
2636,Not sure,Woman,Woman
2641,Scamming innocent people especially seniors.,Man,Man
2642,"Again, I honestly don't know enough about the subject to reply to this",Woman,Woman
2643,Loss of jobs and privacy,Man,Man
2645,"any program can have flaws, some are found only after real damage is done",Woman,Woman
2648,Start doing too many things and some of those a human could do.,Woman,Woman
2651,People losing jobs,Woman,Woman
2652,taking human jobs,Woman,Woman
2656,They are machines designed by humans so being machines they could have errors in their coding that could lead to big problems.,Man,Man
2657,not sure,Man,Man
2658,Capatalist profit,Woman,Woman
2659,They take over,Man,Man
2661,Assuming that AI is correct without verification,Man,Man
2663,human job loss,Woman,Woman
2664,companies are more susceptible to cyber threats and some skilled labor forces are lost.,Man,Man
2665,Loss of jobs,Man,Man
2667,No one knows how to do anything,Man,Man
2670,"AI can create some pretty realistic stuff, I'd be worried all the time about if I'm ever talking to a real person while online. I guess lots of people will lose jobs where automation can take over, but the Baby Boomers are retiring and there will be tons of other jobs to fill somewhere",Woman,Woman
2671,No idea,Man,Man
2674,It will replace jobs from humans,Man,Man
2675,"Computers taking over, people becoming lazy and letting computers make decisions for them.",Man,Man
2676,Loss of jobs,Woman,Woman
2677,Allowing it to make decisions without human input.,Man,Man
2678,Cashiers losing their jobs,Woman,Woman
2681,"AI will start to control human behavior and automation creating more homelessness, more people relying on government for income, etc",Man,Man
2682,Loss of personality and perspective,Woman,Woman
2683,Used to convince people to take actions or believe everything they see is and will be a destructive force world wide.,Man,Man
2686,Loss of jobs for humans,Woman,Woman
2688,Computer malfunction,Woman,Woman
2692,I don't know,Woman,Woman
2693,They might go insane,Woman,Woman
2697,No privacy,Woman,Woman
2698,Hurting society,Woman,Woman
2700,privacy,Man,Man
2701,Replacing human connection,Woman,Woman
2704,it could become to intrusive into peoples lifes,Man,Man
2706,That it Figueres out it's doesn't need us,Man,Man
2709,Not sure,Woman,Woman
2712,Complacency and dependence,Man,Man
2713,Don’t know,Woman,Woman
2714,Taking peoples jobs,Woman,Woman
2715,It becoming sentient. And risk to jobs that only people should do. I’d rather animals be trained to do jobs over AI.,Man,Man
2724,"Getting into the hands of people who wish to do harm to others and the world. It is a new technology and is bound to have errors, glitches and need lots of program corrections and oversight for some time to come. People who take what AI offers to their questions as ""truth"" without verifying it are at most risk.",Woman,Woman
2726,do not know,Woman,Woman
2727,Can not say,Man,Man
2732,None,Woman,Woman
2736,Being used for negative reasons,Man,Man
2737,The biggest risk of both is that too many people will be replaced with either and that would leave the areas they are employed in with no enough human oversight to maintain integrity.,Woman,Woman
2740,Scammers,Man,Man
2741,How far the technology will go,Woman,Woman
2742,AI that tries to replace people in decision-making about and for people...,Man,Man
2743,Loss of safety,Man,Man
2751,Don’t know.,Woman,Woman
2752,it could start to take over peoples jobs,Woman,Woman
2753,Have you guys not seen the terminator movies?,Man,Man
2754,loss of jobs,Woman,Woman
2756,Job loss.,Woman,Woman
2759,Not sure if there is a risk,Woman,Woman
2760,No work for a lot of people,Man,Man
2763,"Security issues, and loss of human interaction.",Woman,Woman
2765,I don’t know,Woman,Woman
2767,That we will replace art made by people with art made by a committee of computers,Woman,Woman
2768,Don't know,Woman,Woman
2769,Taking away jobs and opportunities,Woman,Woman
2771,Human getting lazy.,Man,Man
2772,More unemployment,Woman,Woman
2773,it will be too easy for the bad guys to manipulate the process for bad uses,Man,Man
2774,To replace human workers,Woman,Woman
2775,Not sure,Woman,Woman
2776,No comment,Woman,Woman
2777,Unsure,Woman,Woman
2779,Sorry I don’t,Woman,Woman
2780,Dont know,Man,Man
2781,Already started… taking away the minds of or youth,Man,Man
2783,Same as last comment. More machines less people,Woman,Woman
2786,The biggest risks is there will be no jobs or careers for people.,Woman,Woman
2789,Replacement,Man,Man
2790,Information security,Man,Man
2792,Loss of jobs,Man,Man
2793,crime and safety,Man,Man
2794,The loss of people's jobs,Man,Man
2796,No privacy for the average person,Woman,Woman
2798,Taking too many jobs,Man,Man
2802,It can lead to job losses in certain industries and occupations,Man,Man
2803,Extinction,Man,Man
2804,Don't know,Woman,Woman
2805,Unsure.,Man,Man
2809,"People rely on it too much for truth or best practice, but it can often give inaccurate results.",Man,Man
2810,Not sure,Woman,Woman
2814,"If it happens too fast, it would damage mankind in a big way!",Man,Man
2815,Lack of control and privacy,Woman,Woman
2817,AI might take over many people's job and they will need to find other jobs and it may create a world wide crisis.,Woman,Woman
2818,That automatons and AI-based entities become more sentient and start making decisions to the detriment of the human race,Man,Man
2819,Don’t know enough,Woman,Woman
2823,lose of jobs for those whose work can be perform by AI,Woman,Woman
2827,That more students use AI to write but the teacher can find out and they can drop by adding 0 on their writing test just because of AI.,Man,Man
2831,Not sure,Woman,Woman
